mediaID,mediaComments,sequenceID,eventID,deploymentID,scientificName,confidence,classifiedBy,deploymentTags,true_species,pred_species
7437c64a-e12c-4871-ae48-06f80077d7a3,sequenceID:5259f7b4-59c2-4175-8aa2-cd6bf5d16742,5259f7b4-59c2-4175-8aa2-cd6bf5d16742,5259f7b4-59c2-4175-8aa2-cd6bf5d16742,13835337-7eca-49e4-95d2-516353f83df4,osphranter rufus,1.0,AWC 135,Macropodidae,macropodidae,osphranter rufus
dc28e036-289c-4808-a38e-23fd0e66c573,sequenceID:232a53b3-6837-452b-872f-439dc850d6b8,232a53b3-6837-452b-872f-439dc850d6b8,232a53b3-6837-452b-872f-439dc850d6b8,13835337-7eca-49e4-95d2-516353f83df4,Macropus dorsalis,0.97,AWC 135,Macropodidae,macropodidae,macropus dorsalis
1ca02a0c-89d9-497d-9b45-cb1d607bc9c0,sequenceID:a37c570d-ef75-432b-9b26-9830df65e7a1,a37c570d-ef75-432b-9b26-9830df65e7a1,a37c570d-ef75-432b-9b26-9830df65e7a1,13835337-7eca-49e4-95d2-516353f83df4,osphranter rufus,0.99,AWC 135,Macropodidae,macropodidae,osphranter rufus
2a283f3c-f0af-4c5c-9802-22bae594b556,sequenceID:69b99871-4a2c-4818-9031-7ca7d6a12768,69b99871-4a2c-4818-9031-7ca7d6a12768,69b99871-4a2c-4818-9031-7ca7d6a12768,13835337-7eca-49e4-95d2-516353f83df4,osphranter rufus,1.0,AWC 135,Macropodidae,macropodidae,osphranter rufus
0017f2ed-c824-47cb-b17d-1635cb134b5b,sequenceID:173c174f-aa78-47f1-a5c5-c2e74ae7af98,173c174f-aa78-47f1-a5c5-c2e74ae7af98,173c174f-aa78-47f1-a5c5-c2e74ae7af98,13835337-7eca-49e4-95d2-516353f83df4,osphranter rufus,1.0,AWC 135,Macropodidae,macropodidae,osphranter rufus
619ec79f-ab8e-42fb-813b-b389cf6530eb,sequenceID:704d0649-c28e-479c-81bb-3c975b3fc052,704d0649-c28e-479c-81bb-3c975b3fc052,704d0649-c28e-479c-81bb-3c975b3fc052,13835337-7eca-49e4-95d2-516353f83df4,Macropus dorsalis,0.5,AWC 135,Macropodidae,macropodidae,macropus dorsalis
a33e029f-79d4-4cfd-bb41-08023bb9a650,sequenceID:803d998b-1316-48f9-9d09-498f4e8f533a,803d998b-1316-48f9-9d09-498f4e8f533a,803d998b-1316-48f9-9d09-498f4e8f533a,13835337-7eca-49e4-95d2-516353f83df4,Bettongia lesueur,0.92,AWC 135,Macropodidae,macropodidae,bettongia lesueur
47ec6897-b155-40cf-8212-44350f08ca83,sequenceID:8da32b73-22ee-4391-b61f-ce2d846f5238,8da32b73-22ee-4391-b61f-ce2d846f5238,8da32b73-22ee-4391-b61f-ce2d846f5238,13835337-7eca-49e4-95d2-516353f83df4,Canis familiaris,0.99,AWC 135,Macropodidae,macropodidae,canis familiaris
07544817-4870-49f5-938c-9bf6915d46fe,sequenceID:c75d7a77-06d4-4636-aad6-c9f79e4c94c5,c75d7a77-06d4-4636-aad6-c9f79e4c94c5,c75d7a77-06d4-4636-aad6-c9f79e4c94c5,13835337-7eca-49e4-95d2-516353f83df4,osphranter rufus,1.0,AWC 135,Macropodidae,macropodidae,osphranter rufus
8ce2c419-8960-41ef-8917-d61de6856f10,sequenceID:e0244d42-9d76-41ae-b7b1-d06198f70ca1,e0244d42-9d76-41ae-b7b1-d06198f70ca1,e0244d42-9d76-41ae-b7b1-d06198f70ca1,13835337-7eca-49e4-95d2-516353f83df4,Canis familiaris,0.99,AWC 135,Macropodidae,macropodidae,canis familiaris
